videoId,title,channelId,author,keywords,publish_date,thumbnail
DPHfjBwm3vw,【瑪格麗特溫特斯】當大家都散會之後.......,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"瑪格麗特溫特斯, 雲際線, Margaret．Winters, CloudHorizon, 台V, Vtuber",2021-09-27,DPHfjBwm3vw
cZe0gUB61fw,【李李鈴蘭】喝水合輯 第一周,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber, 喝水",2021-09-25,cZe0gUB61fw
2MySh0pnO-E,【李李鈴蘭】空氣薩克斯風(卡祖笛),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber, 卡祖笛, 空氣薩克斯風",2021-09-21,2MySh0pnO-E
z7c2KfjTCFg,【李李鈴蘭】才剛開場就......,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-19,z7c2KfjTCFg
sqIPGLxCrXI,【李李鈴蘭】你們是不是都有ㄕ......,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-18,sqIPGLxCrXI
sdisn_CEXYQ,【李李鈴蘭】講個事前預告我又暈了,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-16,sdisn_CEXYQ
pUbgeOE9QRc,【李李鈴蘭】鬧鐘(2),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-16,pUbgeOE9QRc
hrj4ImZkNOo,【李李鈴蘭】鬧鈴(1),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-16,hrj4ImZkNOo
Y3kZf_idOJE,【李李鈴蘭】天才小釣手 初配信全精華(下),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-14,Y3kZf_idOJE
NQY7e1iGhHQ,【李李鈴蘭】全身露出居然只有一秒!!!! 初配信全精華(中),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-13,NQY7e1iGhHQ
ohJYOUU4-UQ,【李李鈴蘭】講話有夠快的抹茶狼 初配信全精華(上),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"雲際線, CloudHorizon, 李李鈴蘭, Linglan Lily, 台V, Vtuber",2021-09-12,ohJYOUU4-UQ
lvmOrFt8LgU,【瑪格麗特．溫特斯】  斑馬，斑馬(瑪格麗特溫特斯COVER),UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"瑪格麗特溫特斯, 雲際線, Margaret．Winters, CloudHorizon, 斑馬斑馬, 翻唱",2021-09-10,lvmOrFt8LgU
MkvWPjdoUYk,【瑪格麗特．溫特斯】瑪莉絕對沒有打嗝！！！,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"瑪格麗特溫特斯, 雲際線, Margaret．Winters, CloudHorizon",2021-09-06,MkvWPjdoUYk
65fqLBibN9E,【瑪格麗特．溫特斯】不會遜炮的淑女,UCXDRnMhUnTuvDEAf9N_lyRQ,白弓 隨意烤,"瑪格麗特溫特斯, 雲際線, Margaret．Winters, CloudHorizon",2021-09-05,65fqLBibN9E
N8WR-_4e8-E,【神稻櫻火】就知道哈姆太郎有問題 直播精華,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,"神稻櫻火, 神稻櫻火精華, 台灣VTuber, VTuber",2022-04-17,N8WR-_4e8-E
CyReaha9zDc,【神稻櫻火】いぬねこ。青春真っ盛り Cover,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,,2022-01-30,CyReaha9zDc
02EhbJiCt4I,🌸神稻櫻火兩萬訂閱祝賀影片🌸,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,,2021-12-28,02EhbJiCt4I
BHlhKYgiUGM,【神稻櫻火】在天文館坐探險車坐到哭出來的遜炮經歷,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,"神稻櫻火, 早安台, 迷因, 精華, 天文館",2021-11-20,BHlhKYgiUGM
4UC_qQlqR0M,【神稻櫻火】 肥宅快樂火 群青meme,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,"神稻櫻火, 迷因, 廢片",2021-11-17,4UC_qQlqR0M
kAziJk3uwt8,死亡凝視❤,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,"廢片, 神稻櫻火",2021-11-02,kAziJk3uwt8
jhOgWimW5-I,火火UMA❤ #神稻櫻火 #雲際線,UCOm3ZQCY2ySCzLYOeIYxcIg,新橋 鏡Kagami,,2021-10-29,jhOgWimW5-I
et2zeN-ObaQ,【神稻櫻火剪輯精華】你們看!是不是!抽到了!!笑到形象崩壞的狐,UCtWSz-_uDzCJxJbDqD24fFQ,坂櫻桑,,2022-04-14,et2zeN-ObaQ
eXP4tEjo1nE,【李李鈴蘭剪輯精華】現在我有冰淇淋!!太哇賽啦!!!薑餅人王國試玩,UCtWSz-_uDzCJxJbDqD24fFQ,坂櫻桑,,2022-04-13,eXP4tEjo1nE
9SiuHh0ytLY,【神稻櫻火剪輯精華】千本暈?!神稻暈火??!大家暈起來!!,UCtWSz-_uDzCJxJbDqD24fFQ,坂櫻桑,,2022-04-11,9SiuHh0ytLY
XKsqaA1lbSM,【瑪格麗特剪輯精華】該出道啦各位!!!一起進入薑餅人王國的世界吧!!,UCtWSz-_uDzCJxJbDqD24fFQ,坂櫻桑,,2022-04-11,XKsqaA1lbSM
go_YIKT9E_Y,【李李鈴蘭歌回精華】不敢看聊天室的狼來La! 忘れじの事の葉,UCtWSz-_uDzCJxJbDqD24fFQ,坂櫻桑,,2022-04-10,go_YIKT9E_Y
SKsWPKoYJ_A,神稻櫻火精華   金罵謀ㄤ,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-07-03,SKsWPKoYJ_A
PEoeKE_60qw,【神稻櫻火精華】「恋ノ行方」 - 戀愛的行蹤 QQQ~,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-05-06,PEoeKE_60qw
8jMdu0apvko,【神稻櫻火精華】專屬天使-cover by 神稻櫻火 混音調整版 Plus 清唱,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-03-12,8jMdu0apvko
UxgFOAGDNMc,【神稻櫻火精華】專屬天使-cover by 神稻櫻火,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-03-09,UxgFOAGDNMc
jgf-AyofSKA,【神稻櫻火精華】在這座城市遺失了你(的記憶)-cover by 神稻櫻火,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-03-08,jgf-AyofSKA
jqnfomHL1tk,【神稻櫻火精華】淪陷-cover by 神稻皮皮火 【片尾彩蛋】,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-02-10,jqnfomHL1tk
iu6vDTku094,【神稻櫻火精華】途中-cover by 神稻櫻火,UCYx0rz2tfgIuYWqNI5_9OAg,阿本,,2022-02-09,iu6vDTku094
nW0N0wF_VKY,【🌸神稻櫻火畢業典禮🌸】行星.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-22,nW0N0wF_VKY
D5kDMYknuh0,【🌸神稻櫻火畢業典禮🌸】雨櫻花.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-15,D5kDMYknuh0
Te7_cBlwGNk,【🌸神稻櫻火畢業典禮🌸】Glow .cover【中日字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-13,Te7_cBlwGNk
5pBU_53SBxc,【🌸神稻櫻火畢業典禮🌸】BoBoBo.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-11,5pBU_53SBxc
vfzLFe5b1FU,【瑪格麗特畢業典禮】🌼會呼吸的痛.cover🌼,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-10,vfzLFe5b1FU
n0AUmJPDXeM,【神稻櫻火】人間不值得.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-05,n0AUmJPDXeM
B07OD3sjb8o,【神稻櫻火】牽絲戲.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-05,B07OD3sjb8o
sWoIdWKqKWY,【神稻櫻火】家後.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-04,sWoIdWKqKWY
8-uXqUio8GE,【神稻櫻火】扛壩子.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-03,8-uXqUio8GE
70pG4hFhiVY,【神稻櫻火】落雨聲.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-07-01,70pG4hFhiVY
mPAYZLg4q74,【神稻櫻火】你不愛我.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-28,mPAYZLg4q74
wd-WNlXx_6U,【神稻櫻火】日不落.cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-23,wd-WNlXx_6U
nUU41q-Ib-g,【神稻櫻火】錦鯉抄 .cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-20,nUU41q-Ib-g
6LwYP_jeP9s,"【神稻櫻火精華】唱歌唱到翻車,唱完還有告知",UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-19,6LwYP_jeP9s
OaT_3c8_nds,【神稻櫻火】心裡有針 cover【中文字幕】內有翻車事故,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-17,OaT_3c8_nds
nkUIWDe8Pfc,【瑪格麗特精華】初配信心靈魔法 | 預言的真正意思!?,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-13,nkUIWDe8Pfc
YYbHQ-LYEdE,【神稻櫻火】淚了   cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-10,YYbHQ-LYEdE
EQyZznibUFs,【神稻櫻火】「いかないで」.cover【中日字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-10,EQyZznibUFs
G9UhX6_NE4M,【神稻櫻火】你還是要幸福 . cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-09,G9UhX6_NE4M
nlIyO4qP7-M,【瑪格麗特精華】瑪麗想對小綿羊唱的一首歌--慢慢喜歡你,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-09,nlIyO4qP7-M
yIavWDMtDh8,【瑪格麗特精華】與瑪麗的約定 | 唱理想情人讓小綿羊們開心點,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-09,yIavWDMtDh8
DoiXN_EskTw,【神稻櫻火】永不失聯的愛 .cover【中文字幕】,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-06-09,DoiXN_EskTw
nNh8MqnRImw,【瑪格麗特精華】小綿羊暈船現場--[戀愛循環],UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-05-26,nNh8MqnRImw
cYbkUxNhK_8,【神稻櫻火】飛鳥和蟬  cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-04-20,cYbkUxNhK_8
_cBGXD0BMaI,【神稻櫻火】青花瓷  cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-04-13,_cBGXD0BMaI
vxE43SQX4E8,【神稻櫻火】七彩的微風 .cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-03-21,vxE43SQX4E8
1J1RwDJs-9o,【神稻櫻火】KING. cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-03-20,1J1RwDJs-9o
_8v2pnET6uo,【神稻櫻火】拜訪春天 . cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-03-07,_8v2pnET6uo
Qg5UCA1uuo0,【神稻櫻火】散場電影  cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-02-28,Qg5UCA1uuo0
O0GP-QWlQKQ,【神稻櫻火】微風．往事 cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-02-22,O0GP-QWlQKQ
icF7OakWjlg,【神稻櫻火】秋蟬 cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-02-22,icF7OakWjlg
vLHCEjcQ6vQ,【神稻櫻火】雨櫻花 cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-02-21,vLHCEjcQ6vQ
G0xoPtt5QHc,【神稻櫻火】紅色高跟鞋.cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-01-18,G0xoPtt5QHc
Uay96JbNM7A,【神稻櫻火】挪威的森林.cover ft.火哥,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-01-11,Uay96JbNM7A
LX8E1NwNm4Q,【神稻櫻火】牽絲戲.cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2022-01-07,LX8E1NwNm4Q
Wn_I363AySI,【神稻櫻火】不醉不會.cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2021-12-28,Wn_I363AySI
w2Nvkg1ojwc,【神稻櫻火】人間不值得.cover,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2021-12-04,w2Nvkg1ojwc
WH803QBcXS8,【神稻櫻火】狐呱親子台,UCYlZ9QnGmpHtgvtkg_2N0FQ,Vtuber歌唱保護協會,,2021-11-17,WH803QBcXS8
NTC13Iht-EE,【李李鈴蘭歌回】愛呀/ 李明霖,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-06-19,NTC13Iht-EE
rIC8IV4dCw4,【李李鈴蘭歌回】普通disco/ 三無,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-06-18,rIC8IV4dCw4
IRPz9bjmO0A,【李李鈴蘭歌回】東風志/ Aki阿杰,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-06-18,IRPz9bjmO0A
IXiBSAZHncI,【李李鈴蘭歌回】有一種悲傷/ A-Lin,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-20,IXiBSAZHncI
xLLrlwHVFWo,【李李鈴蘭歌回】愛你/ 陳芳語,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-20,xLLrlwHVFWo
5fB10mEAY7k,【李李鈴蘭歌回】有點甜/ 汪蘇瀧,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-20,5fB10mEAY7k
W_bUrrV8pnk,【李李鈴蘭歌回】除了春天 愛情和櫻花/ HIGH4&IU,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-20,W_bUrrV8pnk
9PPYdlwmvZg,【李李鈴蘭歌回】楚天舒/橙翼,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,9PPYdlwmvZg
JGGupuoMNwU,【李李鈴蘭歌回】芙蓉雨/劉珂矣,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,JGGupuoMNwU
q1xMX6zpKzg,【李李鈴蘭歌回】浮生未歇/中島美嘉,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,q1xMX6zpKzg
D_ZAMXVBF64,【李李鈴蘭歌回】離騷/戴愛玲,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,D_ZAMXVBF64
ilGPP2DHD-Q,【李李鈴蘭歌回】辭九門回憶/冰幽 解憂草,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,ilGPP2DHD-Q
PZAJ2xfbpoM,【李李鈴蘭歌回】混沌/流月,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,PZAJ2xfbpoM
aRHIVnYofco,【李李鈴蘭歌回】赤伶/HITA,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,aRHIVnYofco
o06DoBEtgoY,【李李鈴蘭歌回】畫地為牢/雲の泣,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,o06DoBEtgoY
I-mu-m9Viw4,【李李鈴蘭歌回】狐言/洛天依,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,I-mu-m9Viw4
tk_6mHc9H24,【李李鈴蘭歌回】華胥/山鬼,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-17,tk_6mHc9H24
dxfcSs8d-xM,【李李鈴蘭歌回】記念/雷雨心,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,dxfcSs8d-xM
EM0N6--mGI8,【李李鈴蘭歌回】Firework/Katy Perry,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,EM0N6--mGI8
EXeD7Z2Sa3E,【李李鈴蘭歌回】錯位時空/艾辰,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,EXeD7Z2Sa3E
WiTBoxY2rkA,【李李鈴蘭歌回】會呼吸的痛/梁靜茹,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,WiTBoxY2rkA
v6i5ryR0d34,【李李鈴蘭歌回】Maps/Maroon 5,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,v6i5ryR0d34
CG0TufriCMw,【李李鈴蘭歌回】Heart Attack/Zedd & Jasmine Thompson,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,CG0TufriCMw
QSjsnh5SKW8,【李李鈴蘭歌回】小幸運/ 田馥甄,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,QSjsnh5SKW8
-2Xc4AKxNIQ,【李李鈴蘭歌回】易水訣/洛天依,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,-2Xc4AKxNIQ
d9vTzheAa9A,【李李鈴蘭歌回】Funny/Zedd & Jasmine Thompson,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,d9vTzheAa9A
65qh9oh1B9w,【李李鈴蘭歌回】Focus/ Ariana Grande,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,65qh9oh1B9w
QaJ_qztLswo,【李李鈴蘭歌回】花滿庭/ 秋仁,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-02-12,QaJ_qztLswo
jtjH-O3ZXEY,【李李鈴蘭歌回】不老夢/ 銀臨,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,jtjH-O3ZXEY
uL3rROR8RMw,【李李鈴蘭歌回】故夢/橙翼,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,uL3rROR8RMw
fm4azIOXCk4,【李李鈴蘭歌回】時候/蘇運瑩,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,fm4azIOXCk4
a-irW8VG3Yc,【李李鈴蘭歌回】陶然四季/橙翼,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,a-irW8VG3Yc
KQU15-xEDrw,【李李鈴蘭歌回】鼓與花/悟空,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,KQU15-xEDrw
Nmc1azx_2GU,【李李鈴蘭歌回】山鬼/龔琳娜,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,Nmc1azx_2GU
-Xsj3CQpz8k,【李李鈴蘭歌回】忘川/陳僖儀,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,-Xsj3CQpz8k
2p83vHDMOk4,【李李鈴蘭歌回】小棋童/ 不純君,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,2p83vHDMOk4
IR0kXkI041c,【李李鈴蘭歌回】昔言/HITA,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,IR0kXkI041c
OPEMWg4cPt0,【李李鈴蘭歌回】拜無憂/蕭憶情,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,OPEMWg4cPt0
8Sgz3QNIIz4,【李李鈴蘭歌回】樂歲/胡碧喬,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,8Sgz3QNIIz4
re07TBnIg58,【李李鈴蘭歌回】錦鯉抄/雲の泣、銀臨,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,re07TBnIg58
NimyPy5u720,【李李鈴蘭歌回】採茶記/雙笙,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,NimyPy5u720
Ymetz4kZPSU,【李李鈴蘭歌回】棠梨煎雪/銀臨,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-24,Ymetz4kZPSU
l_cIf7etLz4,"【李李鈴蘭歌回】No Light,No Light/Florence + The Machine",UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,l_cIf7etLz4
c35_JgDFRhE,【李李鈴蘭歌回】淪陷/王靖雯,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,c35_JgDFRhE
2zFYG-f3-Pc,【李李鈴蘭歌回】Kiss My (Uh Oh)/Anne-Marie & Little Mix,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,2zFYG-f3-Pc
fiWj7YrVinc,【李李鈴蘭歌回】All We Know/The Chainsmokers,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,fiWj7YrVinc
MrzYNOLkKG8,【李李鈴蘭歌回】Shivers/Ed Sheeran,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,MrzYNOLkKG8
aBiW9HZU83g,【李李鈴蘭歌回】講真的/摩登兄弟,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,aBiW9HZU83g
l-25RXJjhtk,【李李鈴蘭歌回】江南夜/七朵组合,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,l-25RXJjhtk
pCyrsMU7Xbo,"【李李鈴蘭歌回】Setting Fires/The Chainsmokers, XYLØ",UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,pCyrsMU7Xbo
vgmvPX5DXtM,【李李鈴蘭歌回】浪人琵琶/胡66,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2022-01-04,vgmvPX5DXtM
erPqOxMZvpc,【李李鈴蘭歌回】愛殤/小時姑娘,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,erPqOxMZvpc
A5qxXKtQAfo,【李李鈴蘭歌回】聖誕結/陳奕迅,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,A5qxXKtQAfo
o14PP-SgCAs,【李李鈴蘭歌回】Last Christmas/Wham!(學貓叫伴奏),UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,o14PP-SgCAs
JC60BfNMxRU,【李李鈴蘭歌回】一剪梅/費玉清,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,JC60BfNMxRU
R0Z7v3OrXO4,【李李鈴蘭歌回】浪費/林宥嘉,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,R0Z7v3OrXO4
jg21qOVQYLA,【李李鈴蘭歌回】Something Just Like This/The Chainsmokers & Coldplay,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,jg21qOVQYLA
5_LLQVu7MXk,【李李鈴蘭歌回】Treat You Better/Shawn Mendes,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,5_LLQVu7MXk
OfoqW0laIF8,【李李鈴蘭歌回】Older/Sasha Alex Sloan,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,OfoqW0laIF8
qFrhsZ6Qrdg,【李李鈴蘭歌回】Lean On/Major Lazer & DJ Snake,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,qFrhsZ6Qrdg
zJ41_nW_-Io,【李李鈴蘭歌回】東區東區/八三夭,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-26,zJ41_nW_-Io
5Ewn_zWJJMM,【李李鈴蘭歌回】何以歌/Aki阿杰,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,5Ewn_zWJJMM
LHwXojDNVzk,【李李鈴蘭歌回】LALALA/Naughty Boy,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,LHwXojDNVzk
0TBIxqphyyg,【李李鈴蘭歌回】Unsteady/X Ambassadors,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,0TBIxqphyyg
KDj_3lIhUGQ,【李李鈴蘭歌回】你要的全拿走/胡彥斌,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,KDj_3lIhUGQ
rF9koMGV4Xo,【李李鈴蘭歌回】紅色高跟鞋/蔡健雅,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,rF9koMGV4Xo
1kUtGQ5Zx8Q,【李李鈴蘭歌回】22/Taylor Swift,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,1kUtGQ5Zx8Q
4kN7xhAid3U,【李李鈴蘭歌回】魚仔/盧廣仲,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,4kN7xhAid3U
XXyWo0vMs_w,【李李鈴蘭歌回】New Rules/Dua Lipa,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,XXyWo0vMs_w
0PcxoKjNadE,【李李鈴蘭歌回】煙幕/陳忻玥,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,0PcxoKjNadE
X7W5js4n280,【李李鈴蘭歌回】求救訊號/Vast & Hazy,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-12-08,X7W5js4n280
52X9u21LlBE,【李李鈴蘭歌回】碼頭姑娘/劉芷融,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-11-27,52X9u21LlBE
fa3SVcUG43g,【李李鈴蘭歌回】浪子回頭/茄子蛋,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-11-27,fa3SVcUG43g
EU681tj36i8,【李李鈴蘭歌回】九九八十一/樂正綾、feat.洛天依,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-11-27,EU681tj36i8
PZPxcu9lqpg,【李李鈴蘭歌回】我還年輕 我還年輕/老王樂隊,UCHubS-CPQE0P79chAqDgH7Q,地獄,,2021-11-27,PZPxcu9lqpg
